"","YY","MM","DD","hh","mm","WDIR","WSPD","GST","WVHT","DPD","APD","MWD","PRES","ATMP","WTMP","DEWP","VIS","TIDE"
"828",2024,2,4,19,18,170,21.6,NA,NA,NA,NA,NA,996.6,15.2,13.8,NA,NA,NA
"829",2024,2,4,20,18,160,15.4,NA,NA,NA,NA,NA,996.2,14.4,13.8,NA,NA,NA
"830",2024,2,4,21,18,170,19,NA,NA,NA,NA,NA,994.9,15.6,13.8,NA,NA,NA
"831",2024,2,4,22,18,170,20.6,NA,NA,NA,NA,NA,994.7,15.7,13.7,NA,NA,NA
"832",2024,2,4,23,18,170,19,NA,NA,NA,NA,NA,995.8,15.1,13.6,NA,NA,NA
"833",2024,2,5,0,18,170,13.9,NA,NA,NA,NA,NA,996.5,14.9,13.8,NA,NA,NA
"834",2024,2,5,1,8,180,13.4,NA,NA,NA,NA,NA,997.5,14.3,13.8,NA,NA,NA
"835",2024,2,5,2,18,180,16.5,NA,NA,NA,NA,NA,999.3,13.7,13.7,NA,NA,NA
"836",2024,2,5,3,18,190,14.4,NA,NA,NA,NA,NA,1000.9,14.2,13.8,NA,NA,NA
"837",2024,2,5,4,18,200,12.4,NA,NA,NA,NA,NA,1001.9,13.3,13.8,NA,NA,NA
"838",2024,2,5,5,18,190,10.8,NA,NA,NA,NA,NA,1003.6,13.6,13.8,NA,NA,NA
"839",2024,2,5,6,18,190,10.8,NA,NA,NA,NA,NA,1004.5,13.6,13.8,NA,NA,NA
"840",2024,2,5,7,18,200,8.8,NA,NA,NA,NA,NA,1005.9,12.3,13.8,NA,NA,NA
"841",2024,2,5,8,18,190,11.8,NA,NA,NA,NA,NA,1006.1,13.5,13.8,NA,NA,NA
"842",2024,2,5,9,18,190,8.8,NA,NA,NA,NA,NA,1006.8,13.8,13.8,NA,NA,NA
"843",2024,2,5,10,18,180,9.8,NA,NA,NA,NA,NA,1007.4,13.8,13.8,NA,NA,NA
"844",2024,2,5,11,18,180,10.3,NA,NA,NA,NA,NA,1007.1,14,13.8,NA,NA,NA
"845",2024,2,5,12,18,190,8.8,NA,NA,NA,NA,NA,1007.5,13.5,13.8,NA,NA,NA
"846",2024,2,5,13,18,170,11.3,NA,NA,NA,NA,NA,1008.2,11.9,13.8,NA,NA,NA
"847",2024,2,5,14,18,190,7.2,NA,NA,NA,NA,NA,1008.6,11.5,13.8,NA,NA,NA
"848",2024,2,5,15,18,170,8.2,NA,NA,NA,NA,NA,1008.6,12.9,13.8,NA,NA,NA
"849",2024,2,5,16,18,160,6.2,NA,NA,NA,NA,NA,1009.3,11.9,13.8,NA,NA,NA
"850",2024,2,5,17,8,170,7.2,NA,NA,NA,NA,NA,1009.7,12.4,13.8,NA,NA,NA
"851",2024,2,5,18,18,140,7.7,NA,NA,NA,NA,NA,1010,12.3,13.8,NA,NA,NA
"852",2024,2,5,19,18,120,5.1,NA,NA,NA,NA,NA,1010.1,11.9,13.9,NA,NA,NA
"853",2024,2,5,20,8,140,4.1,NA,NA,NA,NA,NA,1009.7,12.3,13.9,NA,NA,NA
"854",2024,2,5,20,58,190,2.1,NA,NA,NA,NA,NA,1009.1,12.7,14,NA,NA,NA
"855",2024,2,5,21,58,190,5.1,NA,NA,NA,NA,NA,1008.5,13.2,14,NA,NA,NA
"856",2024,2,5,22,58,240,3.1,NA,NA,NA,NA,NA,1008.3,13.1,14,NA,NA,NA
"857",2024,2,5,23,58,280,4.6,NA,NA,NA,NA,NA,1009.1,11.2,14,NA,NA,NA
"858",2024,2,6,0,58,310,1.5,NA,NA,NA,NA,NA,1009.1,11.4,14,NA,NA,NA
"859",2024,2,6,1,58,0,0,NA,NA,NA,NA,NA,1007.7,11.7,14,NA,NA,NA
"860",2024,2,6,2,58,130,0.5,NA,NA,NA,NA,NA,1008,11.8,13.9,NA,NA,NA
"861",2024,2,6,3,58,0,0,NA,NA,NA,NA,NA,1008.4,12,13.9,NA,NA,NA
"862",2024,2,6,4,58,0,0,NA,NA,NA,NA,NA,1008.4,12,13.9,NA,NA,NA
"863",2024,2,6,5,58,20,2.1,NA,NA,NA,NA,NA,1008.2,12.1,13.9,NA,NA,NA
"864",2024,2,6,6,58,30,2.6,NA,NA,NA,NA,NA,1008.1,11.7,13.8,NA,NA,NA
"865",2024,2,6,7,58,40,2.1,NA,NA,NA,NA,NA,1007.9,11.7,13.8,NA,NA,NA
"866",2024,2,6,9,18,30,1.5,NA,NA,NA,NA,NA,1007.8,11.9,13.8,NA,NA,NA
"867",2024,2,6,10,18,10,3.1,NA,NA,NA,NA,NA,1007.6,11.1,13.8,NA,NA,NA
"868",2024,2,6,11,18,10,2.6,NA,NA,NA,NA,NA,1007.1,11,13.8,NA,NA,NA
"869",2024,2,6,12,18,10,2.6,NA,NA,NA,NA,NA,1006.9,11,13.8,NA,NA,NA
"870",2024,2,6,13,18,360,1.5,NA,NA,NA,NA,NA,1006.7,11.2,13.8,NA,NA,NA
"871",2024,2,6,14,18,40,3.1,NA,NA,NA,NA,NA,1006.5,11.3,13.8,NA,NA,NA
"872",2024,2,6,15,18,360,1.5,NA,NA,NA,NA,NA,1006.8,10.6,13.8,NA,NA,NA
"873",2024,2,6,16,18,20,2.1,NA,NA,NA,NA,NA,1006.9,10.9,13.8,NA,NA,NA
"874",2024,2,6,17,18,350,2.1,NA,NA,NA,NA,NA,1007.2,11.3,13.8,NA,NA,NA
"875",2024,2,6,18,18,20,1.5,NA,NA,NA,NA,NA,1007.3,11.3,13.9,NA,NA,NA
"876",2024,2,6,19,18,80,0.5,NA,NA,NA,NA,NA,1007.3,11.6,14,NA,NA,NA
"877",2024,2,6,20,18,260,1.5,NA,NA,NA,NA,NA,1006.6,12.1,14.1,NA,NA,NA
"878",2024,2,6,21,18,260,3.6,NA,NA,NA,NA,NA,1005.8,12,14.4,NA,NA,NA
"879",2024,2,6,22,18,280,5.1,NA,NA,NA,NA,NA,1005.3,12.4,14.3,NA,NA,NA
"880",2024,2,7,1,19,300,7.2,NA,NA,NA,NA,NA,1005.4,12.6,14,NA,NA,NA
"881",2024,2,7,2,19,300,9.3,NA,NA,NA,NA,NA,1005.9,12.5,13.9,NA,NA,NA
"882",2024,2,7,3,19,300,7.2,NA,NA,NA,NA,NA,1006.6,12.5,13.9,NA,NA,NA
"883",2024,2,7,4,19,310,10.8,NA,NA,NA,NA,NA,1007.2,12.5,13.9,NA,NA,NA
"884",2024,2,7,5,19,300,9.3,NA,NA,NA,NA,NA,1007.5,12.6,13.8,NA,NA,NA
"885",2024,2,7,6,19,300,8.8,NA,NA,NA,NA,NA,1008,12.5,13.8,NA,NA,NA
"886",2024,2,7,7,19,300,12.9,NA,NA,NA,NA,NA,1008.5,12.6,13.8,NA,NA,NA
"887",2024,2,7,8,19,290,13.4,NA,NA,NA,NA,NA,1009.1,12.4,13.8,NA,NA,NA
"888",2024,2,7,9,19,300,8.8,NA,NA,NA,NA,NA,1009.6,12.5,13.8,NA,NA,NA
"889",2024,2,7,10,19,300,9.8,NA,NA,NA,NA,NA,1010.1,12.5,13.8,NA,NA,NA
"890",2024,2,7,11,19,300,11.8,NA,NA,NA,NA,NA,1010.1,12.3,13.8,NA,NA,NA
"891",2024,2,7,12,19,280,7.2,NA,NA,NA,NA,NA,1010.5,12,13.8,NA,NA,NA
"892",2024,2,7,13,19,270,6.2,NA,NA,NA,NA,NA,1010.7,11.7,13.8,NA,NA,NA
"893",2024,2,7,14,19,290,8.2,NA,NA,NA,NA,NA,1010.8,12.2,13.6,NA,NA,NA
"894",2024,2,7,15,19,250,6.2,NA,NA,NA,NA,NA,1011.6,11.2,13.7,NA,NA,NA
"895",2024,2,7,16,19,220,2.6,NA,NA,NA,NA,NA,1012.6,10.6,13.6,NA,NA,NA
"896",2024,2,7,17,19,230,5.1,NA,NA,NA,NA,NA,1012.7,11.6,13.6,NA,NA,NA
"897",2024,2,7,18,19,200,4.6,NA,NA,NA,NA,NA,1012.3,11,13.6,NA,NA,NA
"898",2024,2,7,19,19,200,8.8,NA,NA,NA,NA,NA,1011.5,10.9,13.6,NA,NA,NA
"899",2024,2,7,20,19,170,10.3,NA,NA,NA,NA,NA,1009.2,11.2,13.6,NA,NA,NA
"900",2024,2,7,21,19,300,12.4,NA,NA,NA,NA,NA,1008.7,10.1,13.7,NA,NA,NA
"901",2024,2,7,22,19,280,6.7,NA,NA,NA,NA,NA,1009.2,10.7,13.7,NA,NA,NA
"902",2024,2,7,23,19,280,10.8,NA,NA,NA,NA,NA,1008.5,11.5,13.8,NA,NA,NA
"903",2024,2,8,0,19,320,10.8,NA,NA,NA,NA,NA,1008.8,11.7,13.8,NA,NA,NA
"904",2024,2,8,1,19,300,7.7,NA,NA,NA,NA,NA,1010.4,9.3,13.8,NA,NA,NA
"905",2024,2,8,2,19,280,11.3,NA,NA,NA,NA,NA,1009.8,11.3,13.8,NA,NA,NA
"906",2024,2,8,3,19,290,12.4,NA,NA,NA,NA,NA,1010.3,11.3,13.8,NA,NA,NA
"907",2024,2,8,4,19,290,11.3,NA,NA,NA,NA,NA,1010.7,11.4,13.9,NA,NA,NA
"908",2024,2,8,5,19,290,12.9,NA,NA,NA,NA,NA,1011.2,11.4,13.9,NA,NA,NA
"909",2024,2,8,6,19,290,11.8,NA,NA,NA,NA,NA,1011.7,11.6,13.9,NA,NA,NA
"910",2024,2,8,7,19,290,11.3,NA,NA,NA,NA,NA,1012.4,11.7,13.9,NA,NA,NA
"911",2024,2,8,8,9,300,12.9,NA,NA,NA,NA,NA,1012.8,11.8,13.8,NA,NA,NA
"912",2024,2,8,9,19,320,6.7,NA,NA,NA,NA,NA,1013.4,10.5,13.8,NA,NA,NA
"913",2024,2,8,10,19,320,5.1,NA,NA,NA,NA,NA,1013.8,10.6,13.8,NA,NA,NA
"914",2024,2,8,11,19,330,4.1,NA,NA,NA,NA,NA,1014,10.7,13.8,NA,NA,NA
"915",2024,2,8,12,19,50,2.1,NA,NA,NA,NA,NA,1014.2,10.2,13.8,NA,NA,NA
"916",2024,2,8,13,19,10,2.6,NA,NA,NA,NA,NA,1014.4,10.3,13.8,NA,NA,NA
"917",2024,2,8,14,19,80,3.1,NA,NA,NA,NA,NA,1014.9,10.2,13.8,NA,NA,NA
"918",2024,2,8,15,19,100,4.6,NA,NA,NA,NA,NA,1015.7,9.8,13.8,NA,NA,NA
"919",2024,2,8,16,19,130,1.5,NA,NA,NA,NA,NA,1016.2,10.2,13.8,NA,NA,NA
"920",2024,2,8,17,19,270,3.6,NA,NA,NA,NA,NA,1016.9,10.7,13.8,NA,NA,NA
"921",2024,2,8,18,19,290,2.6,NA,NA,NA,NA,NA,1017.5,10.9,13.9,NA,NA,NA
"922",2024,2,8,19,19,280,2.6,NA,NA,NA,NA,NA,1018,10.9,13.9,NA,NA,NA
"923",2024,2,8,20,19,280,3.6,NA,NA,NA,NA,NA,1018,11.1,14,NA,NA,NA
"924",2024,2,8,21,19,250,2.6,NA,NA,NA,NA,NA,1017.6,11,14,NA,NA,NA
"925",2024,2,8,22,19,290,2.1,NA,NA,NA,NA,NA,1017.8,10.9,14,NA,NA,NA
"926",2024,2,8,23,19,280,4.6,NA,NA,NA,NA,NA,1017.8,11.5,14,NA,NA,NA
"927",2024,2,9,0,19,280,9.3,NA,NA,NA,NA,NA,1017.8,11.9,13.9,NA,NA,NA
"928",2024,2,9,1,19,300,7.7,NA,NA,NA,NA,NA,1017.7,12.2,13.8,NA,NA,NA
"929",2024,2,9,2,19,310,7.7,NA,NA,NA,NA,NA,1018.1,12,13.8,NA,NA,NA
"930",2024,2,9,3,19,310,7.2,NA,NA,NA,NA,NA,1018.5,12,13.8,NA,NA,NA
"931",2024,2,9,4,19,310,5.7,NA,NA,NA,NA,NA,1018.5,11.6,13.7,NA,NA,NA
"932",2024,2,9,5,19,350,2.1,NA,NA,NA,NA,NA,1018.9,11.5,13.7,NA,NA,NA
"933",2024,2,9,6,19,350,2.1,NA,NA,NA,NA,NA,1019.1,11.3,13.6,NA,NA,NA
"934",2024,2,9,7,19,10,4.6,NA,NA,NA,NA,NA,1019.6,10.9,13.6,NA,NA,NA
"935",2024,2,9,8,19,10,3.1,NA,NA,NA,NA,NA,1019.8,10.8,13.6,NA,NA,NA
"936",2024,2,9,9,19,20,2.6,NA,NA,NA,NA,NA,1019.9,10.6,13.6,NA,NA,NA
"937",2024,2,9,10,19,70,3.6,NA,NA,NA,NA,NA,1020,10.5,13.6,NA,NA,NA
"938",2024,2,9,11,19,60,4.6,NA,NA,NA,NA,NA,1020.1,10,13.6,NA,NA,NA
"939",2024,2,9,12,19,70,6.7,NA,NA,NA,NA,NA,1019.9,9.5,13.7,NA,NA,NA
"940",2024,2,9,13,19,50,3.1,NA,NA,NA,NA,NA,1020.8,9.6,13.7,NA,NA,NA
"941",2024,2,9,14,19,40,3.6,NA,NA,NA,NA,NA,1021,9.3,13.6,NA,NA,NA
"942",2024,2,9,15,19,80,5.1,NA,NA,NA,NA,NA,1021.1,8.5,13.7,NA,NA,NA
"943",2024,2,9,16,19,80,5.7,NA,NA,NA,NA,NA,1021.4,8.9,13.7,NA,NA,NA
"944",2024,2,9,17,19,60,4.6,NA,NA,NA,NA,NA,1021.9,8.7,13.7,NA,NA,NA
"945",2024,2,9,18,19,30,3.1,NA,NA,NA,NA,NA,1022.3,9.2,13.7,NA,NA,NA
"946",2024,2,9,19,19,0,0,NA,NA,NA,NA,NA,1022.1,10.2,13.8,NA,NA,NA
"947",2024,2,9,20,19,0,0,NA,NA,NA,NA,NA,1021.9,11,13.9,NA,NA,NA
"948",2024,2,9,21,19,250,2.1,NA,NA,NA,NA,NA,1021.3,11.1,14,NA,NA,NA
"949",2024,2,9,22,19,290,5.1,NA,NA,NA,NA,NA,1020.4,12.1,14.1,NA,NA,NA
"950",2024,2,9,23,19,290,8.8,NA,NA,NA,NA,NA,1019.9,12.1,13.9,NA,NA,NA
"951",2024,2,10,0,19,290,7.7,NA,NA,NA,NA,NA,1019.6,12.2,13.8,NA,NA,NA
"952",2024,2,10,1,19,300,11.8,NA,NA,NA,NA,NA,1019.6,12.1,13.8,NA,NA,NA
"953",2024,2,10,2,19,300,11.3,NA,NA,NA,NA,NA,1019.8,12,13.7,NA,NA,NA
"954",2024,2,10,3,19,310,9.3,NA,NA,NA,NA,NA,1020.1,12,13.6,NA,NA,NA
"955",2024,2,10,4,19,310,7.7,NA,NA,NA,NA,NA,1020.1,12,13.5,NA,NA,NA
"956",2024,2,10,5,19,310,7.2,NA,NA,NA,NA,NA,1020.3,12,13.5,NA,NA,NA
"957",2024,2,10,6,19,310,7.2,NA,NA,NA,NA,NA,1020.2,12,13.5,NA,NA,NA
"958",2024,2,10,7,19,310,7.2,NA,NA,NA,NA,NA,1020.2,12.1,13.5,NA,NA,NA
"959",2024,2,10,8,19,310,4.6,NA,NA,NA,NA,NA,1020.1,12.1,13.5,NA,NA,NA
"960",2024,2,10,9,19,310,6.7,NA,NA,NA,NA,NA,1019.7,12.3,13.5,NA,NA,NA
"961",2024,2,10,10,19,320,7.2,NA,NA,NA,NA,NA,1019.5,12.3,13.5,NA,NA,NA
"962",2024,2,10,11,19,320,7.7,NA,NA,NA,NA,NA,1019.5,12.2,13.5,NA,NA,NA
"963",2024,2,10,12,19,350,4.1,NA,NA,NA,NA,NA,1019.5,11.9,13.5,NA,NA,NA
"964",2024,2,10,13,19,350,4.6,NA,NA,NA,NA,NA,1019.5,11.7,13.5,NA,NA,NA
"965",2024,2,10,14,19,320,2.6,NA,NA,NA,NA,NA,1019.9,12.4,13.5,NA,NA,NA
"966",2024,2,10,15,19,320,4.6,NA,NA,NA,NA,NA,1020,12.2,13.5,NA,NA,NA
"967",2024,2,10,16,19,350,2.6,NA,NA,NA,NA,NA,1020.6,12,13.5,NA,NA,NA
"968",2024,2,10,18,19,360,3.1,NA,NA,NA,NA,NA,1021.4,11.3,13.5,NA,NA,NA
"969",2024,2,10,20,19,0,0,NA,NA,NA,NA,NA,1021.5,12.6,13.8,NA,NA,NA
"970",2024,2,10,21,19,250,1,NA,NA,NA,NA,NA,1021.1,12.5,13.8,NA,NA,NA
"971",2024,2,10,22,19,270,1.5,NA,NA,NA,NA,NA,1020.7,13,14,NA,NA,NA
"972",2024,2,11,0,19,290,6.7,NA,NA,NA,NA,NA,1020.7,13.4,13.7,NA,NA,NA
"973",2024,2,11,1,19,300,7.2,NA,NA,NA,NA,NA,1020.7,13.2,13.7,NA,NA,NA
"974",2024,2,11,2,9,290,8.2,NA,NA,NA,NA,NA,1020.9,13,13.6,NA,NA,NA
"975",2024,2,11,3,9,290,8.2,NA,NA,NA,NA,NA,1021.2,13,13.5,NA,NA,NA
"976",2024,2,11,4,9,300,8.2,NA,NA,NA,NA,NA,1021.6,12.8,13.5,NA,NA,NA
"977",2024,2,11,5,19,320,6.7,NA,NA,NA,NA,NA,1021.9,12.7,13.5,NA,NA,NA
"978",2024,2,11,6,19,320,5.1,NA,NA,NA,NA,NA,1022.4,12.3,13.4,NA,NA,NA
"979",2024,2,11,7,19,320,5.1,NA,NA,NA,NA,NA,1022.7,12.2,13.4,NA,NA,NA
"980",2024,2,11,8,19,360,4.6,NA,NA,NA,NA,NA,1022.9,11.6,13.4,NA,NA,NA
"981",2024,2,11,9,19,20,3.6,NA,NA,NA,NA,NA,1023,11.1,13.3,NA,NA,NA
"982",2024,2,11,10,19,20,3.1,NA,NA,NA,NA,NA,1023,10.7,13.3,NA,NA,NA
"983",2024,2,11,11,19,30,2.1,NA,NA,NA,NA,NA,1022.9,10.8,13.3,NA,NA,NA
"984",2024,2,11,12,19,80,3.6,NA,NA,NA,NA,NA,1023.2,10.6,13.3,NA,NA,NA
"985",2024,2,11,13,19,60,3.6,NA,NA,NA,NA,NA,1023.6,9.8,13.3,NA,NA,NA
"986",2024,2,11,14,19,70,5.7,NA,NA,NA,NA,NA,1023.9,9.3,13.3,NA,NA,NA
"987",2024,2,11,15,19,80,6.7,NA,NA,NA,NA,NA,1024.3,9.1,13.3,NA,NA,NA
"988",2024,2,11,16,19,50,6.2,NA,NA,NA,NA,NA,1024.9,9.4,13.3,NA,NA,NA
"989",2024,2,11,17,19,60,6.7,NA,NA,NA,NA,NA,1024.8,9.4,13.3,NA,NA,NA
"990",2024,2,11,18,19,60,5.1,NA,NA,NA,NA,NA,1024.7,9.7,13.3,NA,NA,NA
"991",2024,2,11,19,19,40,3.1,NA,NA,NA,NA,NA,1024.5,10.2,13.4,NA,NA,NA
"992",2024,2,11,20,19,340,1.5,NA,NA,NA,NA,NA,1024,11.2,13.5,NA,NA,NA
"993",2024,2,11,21,19,280,4.6,NA,NA,NA,NA,NA,1023.2,11.4,13.6,NA,NA,NA
"994",2024,2,11,22,19,300,8.2,NA,NA,NA,NA,NA,1022.8,12.2,13.6,NA,NA,NA
"995",2024,2,11,23,19,290,8.2,NA,NA,NA,NA,NA,1022.9,12.4,13.5,NA,NA,NA
"996",2024,2,12,0,19,290,8.8,NA,NA,NA,NA,NA,1023,12.5,13.5,NA,NA,NA
"997",2024,2,12,1,19,290,6.7,NA,NA,NA,NA,NA,1022.7,12.5,13.4,NA,NA,NA
"998",2024,2,12,2,19,290,6.7,NA,NA,NA,NA,NA,1022.9,12.3,13.4,NA,NA,NA
"999",2024,2,12,3,19,300,5.7,NA,NA,NA,NA,NA,1023.1,12.4,13.5,NA,NA,NA
"1000",2024,2,12,4,19,310,5.1,NA,NA,NA,NA,NA,1023.3,12.4,13.4,NA,NA,NA
"1001",2024,2,12,5,19,310,3.6,NA,NA,NA,NA,NA,1023.6,12.4,13.4,NA,NA,NA
"1002",2024,2,12,6,19,0,0,NA,NA,NA,NA,NA,1023.4,12.3,13.4,NA,NA,NA
"1003",2024,2,12,7,19,60,2.1,NA,NA,NA,NA,NA,1023.4,12.5,13.4,NA,NA,NA
"1004",2024,2,12,8,19,50,2.6,NA,NA,NA,NA,NA,1023.3,12,13.4,NA,NA,NA
"1005",2024,2,12,9,19,360,3.1,NA,NA,NA,NA,NA,1023.1,11.4,13.4,NA,NA,NA
"1006",2024,2,12,10,19,10,3.6,NA,NA,NA,NA,NA,1022.8,11.3,13.4,NA,NA,NA
"1007",2024,2,12,11,19,70,3.1,NA,NA,NA,NA,NA,1022.2,10.9,13.4,NA,NA,NA
"1008",2024,2,12,12,19,60,4.6,NA,NA,NA,NA,NA,1021.7,9.8,13.4,NA,NA,NA
"1009",2024,2,12,13,19,70,5.1,NA,NA,NA,NA,NA,1021.6,9.7,13.5,NA,NA,NA
"1010",2024,2,12,14,19,70,5.7,NA,NA,NA,NA,NA,1021.6,9.7,13.5,NA,NA,NA
"1011",2024,2,12,15,19,60,4.1,NA,NA,NA,NA,NA,1021.9,9.4,13.5,NA,NA,NA
"1012",2024,2,12,16,19,50,4.6,NA,NA,NA,NA,NA,1022.3,9.2,13.6,NA,NA,NA
"1013",2024,2,12,18,19,60,4.1,NA,NA,NA,NA,NA,1022.6,10,13.6,NA,NA,NA
"1014",2024,2,12,19,19,60,3.1,NA,NA,NA,NA,NA,1022.4,10.7,13.6,NA,NA,NA
"1015",2024,2,12,20,19,10,1.5,NA,NA,NA,NA,NA,1021.5,12,13.7,NA,NA,NA
"1016",2024,2,12,21,19,290,2.6,NA,NA,NA,NA,NA,1020.4,12,13.8,NA,NA,NA
"1017",2024,2,12,22,19,290,5.7,NA,NA,NA,NA,NA,1019.7,12.3,13.9,NA,NA,NA
"1018",2024,2,12,23,19,290,4.6,NA,NA,NA,NA,NA,1019.3,12.5,13.9,NA,NA,NA
"1019",2024,2,13,0,19,280,5.7,NA,NA,NA,NA,NA,1019.3,12.7,13.8,NA,NA,NA
"1020",2024,2,13,1,19,270,4.6,NA,NA,NA,NA,NA,1019,12.7,13.8,NA,NA,NA
"1021",2024,2,13,2,19,280,5.1,NA,NA,NA,NA,NA,1019.3,12.6,13.8,NA,NA,NA
"1022",2024,2,13,3,19,290,3.6,NA,NA,NA,NA,NA,1019.6,12.8,13.8,NA,NA,NA
"1023",2024,2,13,4,19,300,4.6,NA,NA,NA,NA,NA,1019.1,12.8,13.7,NA,NA,NA
"1024",2024,2,13,5,19,320,5.1,NA,NA,NA,NA,NA,1019,12.8,13.7,NA,NA,NA
"1025",2024,2,13,6,19,310,6.7,NA,NA,NA,NA,NA,1018.6,12.2,13.7,NA,NA,NA
"1026",2024,2,13,7,19,320,6.2,NA,NA,NA,NA,NA,1018.6,12.3,13.7,NA,NA,NA
"1027",2024,2,13,8,19,10,5.1,NA,NA,NA,NA,NA,1018.4,11.5,13.6,NA,NA,NA
"1028",2024,2,13,9,19,360,3.1,NA,NA,NA,NA,NA,1018.6,11.1,13.6,NA,NA,NA
"1029",2024,2,13,10,19,20,2.1,NA,NA,NA,NA,NA,1018,11,13.5,NA,NA,NA
"1030",2024,2,13,11,19,50,2.1,NA,NA,NA,NA,NA,1017.9,10.7,13.6,NA,NA,NA
"1031",2024,2,13,12,19,70,3.1,NA,NA,NA,NA,NA,1017.5,10.6,13.6,NA,NA,NA
"1032",2024,2,13,13,19,80,4.1,NA,NA,NA,NA,NA,1017.4,10.5,13.6,NA,NA,NA
"1033",2024,2,13,14,19,70,5.1,NA,NA,NA,NA,NA,1017.7,10.2,13.6,NA,NA,NA
"1034",2024,2,13,15,19,30,2.6,NA,NA,NA,NA,NA,1018.5,10.3,13.6,NA,NA,NA
"1035",2024,2,13,16,19,50,3.6,NA,NA,NA,NA,NA,1018.9,10.1,13.6,NA,NA,NA
"1036",2024,2,13,17,19,90,5.7,NA,NA,NA,NA,NA,1018.4,9.6,13.6,NA,NA,NA
"1037",2024,2,13,18,19,80,4.1,NA,NA,NA,NA,NA,1018.4,10.7,13.6,NA,NA,NA
"1038",2024,2,13,19,19,70,1,NA,NA,NA,NA,NA,1018.6,12.2,13.6,NA,NA,NA
"1039",2024,2,13,21,9,260,3.1,NA,NA,NA,NA,NA,1017.4,12,13.8,NA,NA,NA
"1040",2024,2,13,22,19,280,6.2,NA,NA,NA,NA,NA,1017,12.8,13.7,NA,NA,NA
"1041",2024,2,13,23,19,270,6.7,NA,NA,NA,NA,NA,1016.7,12.7,13.6,NA,NA,NA
"1042",2024,2,14,0,19,290,8.2,NA,NA,NA,NA,NA,1016.8,13.1,13.5,NA,NA,NA
"1043",2024,2,14,1,19,290,7.7,NA,NA,NA,NA,NA,1017,13,13.5,NA,NA,NA
"1044",2024,2,14,2,19,290,5.7,NA,NA,NA,NA,NA,1017.4,12.9,13.5,NA,NA,NA
"1045",2024,2,14,3,19,280,5.7,NA,NA,NA,NA,NA,1017.6,12.9,13.5,NA,NA,NA
"1046",2024,2,14,4,9,290,5.1,NA,NA,NA,NA,NA,1017.7,13,13.4,NA,NA,NA
"1047",2024,2,14,5,19,300,7.2,NA,NA,NA,NA,NA,1018,12.8,13.4,NA,NA,NA
"1048",2024,2,14,6,19,320,4.6,NA,NA,NA,NA,NA,1018,12.5,13.4,NA,NA,NA
"1049",2024,2,14,7,19,310,4.6,NA,NA,NA,NA,NA,1018.4,12.4,13.3,NA,NA,NA
"1050",2024,2,14,8,19,350,1.5,NA,NA,NA,NA,NA,1018.4,12,13.3,NA,NA,NA
"1051",2024,2,14,9,19,360,1.5,NA,NA,NA,NA,NA,1018.3,12,13.3,NA,NA,NA
"1052",2024,2,14,10,19,350,1,NA,NA,NA,NA,NA,1018.3,11.8,13.3,NA,NA,NA
"1053",2024,2,14,11,19,40,2.1,NA,NA,NA,NA,NA,1018.1,11.8,13.3,NA,NA,NA
"1054",2024,2,14,12,19,100,1,NA,NA,NA,NA,NA,1018.5,11.6,13.3,NA,NA,NA
"1055",2024,2,14,13,19,200,4.1,NA,NA,NA,NA,NA,1018.9,11.3,13.3,NA,NA,NA
"1056",2024,2,14,14,19,210,2.1,NA,NA,NA,NA,NA,1019.3,11.6,13.3,NA,NA,NA
"1057",2024,2,14,15,19,180,4.6,NA,NA,NA,NA,NA,1019.9,11.8,13.3,NA,NA,NA
"1058",2024,2,14,16,19,110,5.1,NA,NA,NA,NA,NA,1020.4,11.8,13.3,NA,NA,NA
"1059",2024,2,14,17,19,130,3.6,NA,NA,NA,NA,NA,1022,11.2,13.3,NA,NA,NA
"1060",2024,2,14,18,19,110,4.6,NA,NA,NA,NA,NA,1021.8,10.8,13.3,NA,NA,NA
"1061",2024,2,14,19,19,160,6.7,NA,NA,NA,NA,NA,1020.7,12.3,13.4,NA,NA,NA
"1062",2024,2,14,20,19,180,6.7,NA,NA,NA,NA,NA,1020.6,13.1,13.4,NA,NA,NA
"1063",2024,2,14,21,19,180,7.2,NA,NA,NA,NA,NA,1019.7,13.5,13.5,NA,NA,NA
"1064",2024,2,14,22,19,180,9.3,NA,NA,NA,NA,NA,1019,13.5,13.5,NA,NA,NA
"1065",2024,2,14,23,19,180,9.8,NA,NA,NA,NA,NA,1018.6,13.3,13.5,NA,NA,NA
"1066",2024,2,15,0,19,170,10.3,NA,NA,NA,NA,NA,1018.7,12.8,13.5,NA,NA,NA
"1067",2024,2,15,1,19,180,10.3,NA,NA,NA,NA,NA,1018.4,13.2,13.5,NA,NA,NA
"1068",2024,2,15,2,19,170,12.4,NA,NA,NA,NA,NA,1018.7,13.3,13.5,NA,NA,NA
"1069",2024,2,15,3,19,170,8.8,NA,NA,NA,NA,NA,1018.8,13.4,13.4,NA,NA,NA
"1070",2024,2,15,4,19,180,9.8,NA,NA,NA,NA,NA,1019.2,13.5,13.4,NA,NA,NA
"1071",2024,2,15,5,19,280,7.2,NA,NA,NA,NA,NA,1020.8,12.1,13.4,NA,NA,NA
"1072",2024,2,15,6,19,260,3.1,NA,NA,NA,NA,NA,1021.5,12.2,13.4,NA,NA,NA
